NAME,REGISTER,IMO,TYPE,LOA,LPP,B,H,T,GT,NT,DWT,Link
CHINESE TAISHAN,00X2022,9183506,Passenger Ship,180.45,155,25.5,12.7,7.1,"24,427","10,410","2,430",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9183506
HE PING XIN XING,18R0381,9873369,Catamaran HSC,44.9,41.98,10.7,3.4,1.3,562,281,64,https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9873369
PENG XING 11,11V0189,9633329,Catamaran HSC,33,30.59,8.81,2.8,1.05,285,96,27,https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9633329
ZHAO SHANG YI DUN,17L0693,9725433,Passenger Ship,228.33,195.5,28.8,14.73,6.45,"47,842","18,858","4,797",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9725433
XIN HAI ZHU,17U6083,9857963,Catamaran HSC,40.93,39.45,11.3,3.5,1.33,501,179,44,https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9857963
PU TUO DAO,05C2005,9305154,Ro-Ro Passenger Ship,137.3,127.5,23.4,8.6,5.8,"16,234","5,921","3,996",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9305154
PENG XING 1,17W0036,9814818,Catamaran HSC,41.98,39.54,10,3.4,1.3,451,152,43,https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9814818
BANG CHUI DAO,95R3020,9110781,Ro-Ro Passenger Ship,134.8,125,23.4,14,5.52,"15,560","8,091","3,547",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9110781
HAI YU,09U0178,9553373,Catamaran HSC/Passenger A,33,32.36,8.81,2.8,1.08,289,103,29,https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9553373
PENG XING 2,19K0173,9861691,Catamaran HSC,42.3,39.55,10,3.4,1.36,466,167,50,https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9861691
XIN HAI WEI,17R0215,9834686,Catamaran HSC,42.1,39.8,10.6,3.65,1.2,544,173,37,https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9834686
XIN HAI LIANG,18R0657,9869435,Catamaran HSC,39.77,38.93,10.25,3.5,1.5,421,140,44,https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9869435
YUE HAI TIE 1 HAO,02P4002,9255866,Train/Ro-Ro Passenger Ship,165.4,156,22.6,15,5.6,"14,381","7,478","5,689",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9255866
JIN ZHU HU,16H0133,9812638,Catamaran HSC,40.8,39.9,10.8,3.65,1.23,499,160,35,https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9812638
XIN XIANG XUE LAN,18E0439,9885714,RO-RO Passenger Ship,189.5,174.6,26.5,15.1,6.5,"32,729","11,921","5,972",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9885714
NEW GOLDEN BRIDGE V,97X1035,9145047,RO-RO Passenger Ship,195.95,175,27,9.9,6.7,"29,554","8,866","6,065",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9145047
YU ZHU HU,18S0060,9852999,Catamaran HSC,40.8,39.9,10.8,3.65,1.23,499,249,34,https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9852999
ZHONG SHAN 6,18S0175,9840556,Catamaran HSC,42.8,41.9,10.8,3.65,1.32,533,172,42,https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9840556
