NAME,REGISTER,IMO,TYPE,LOA,LPP,B,H,T,GT,NT,DWT,Link
NEW GRAND PEACE,18X0203,9842023,RO-RO Passenger Ship,188.9,171.5,28.6,15.2,6.2,"33,165","12,864","7,093",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9842023
JIANG MEN,18Q0104,9848924,Catamaran HSC/Passenger A,41.92,40,9.5,3.2,1.21,386,122,36,https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9848924
HAI ZHU WAN,20D0356,9926312,Catamaran HSC,42.8,41.9,10.8,3.65,1.2,463,149,37,https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9926312
SHI ZI YANG 9,19K0702,9906295,Catamaran HSC,41.92,40,9.5,3.2,1.2,399,125,33,https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9906295
PENG XING 20,15D0147,9730581,Catamaran HSC,40,37.53,9,3.4,1.25,338,110,37,https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9730581
HUADONG PEARL VIII,16H0110,9788318,RO-RO Passenger Ship,196.27,176,28.6,14.8,6.2,"35,092","17,126","7,974",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9788318
PENG XING 22,18A0182,9851452,Catamaran HSC,40,37.5,9,3.4,1.24,358,115,26,https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9851452
ZHONG SHAN 20,18L0215,9840568,Catamaran HSC,42.8,41.9,10.8,3.65,1.32,533,172,42,https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9840568
PENG XING 6,19M0566,9908645,Catamaran HSC,42.39,38.74,10.5,3.5,1.41,499,164,41,https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9908645
HARMONY YUNGANG,17A0200,9812810,RO-RO Passenger Ship,196.27,176,28.6,9,6.2,"35,187","14,897","7,495",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9812810
XIN HAI SHAN,17Q0191,9830563,Catamaran HSC,41.5,38.97,10,3.64,1.47,462,153,49,https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9830563
PENG XING 3,17G6094,9861706,Catamaran HSC,42.3,39.55,10,3.4,1.36,466,167,48,https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9861706
XUN LONG 11,18Q0472,9876701,Catamaran HSC,42.48,39.54,10,3.4,1.33,498,169,42,https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9876701
PENG XING 12,11D0311,9645243,Catamaran HSC,33,30.59,8.81,2.8,1.05,285,96,27,https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9645243
PENG XING 21,16W0169,9810862,Catamaran HSC,40,37.52,9,3.4,1.2,345,112,25,https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9810862
XIN HAI YUN,20X0029,9916549,Catamaran HSC,42.8,40.84,10,3.2,1.23,365,117,29,https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9916549
