NAME,REGISTER,IMO,TYPE,LOA,LPP,B,H,T,GT,NT,DWT,Link
XUN LONG 7,16N0092,9807839,Catamaran HSC,42.3,39.54,10,3.4,1.3,443,149,38,https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9807839
XUN LONG 10,18P0471,9876696,Catamaran HSC,42.48,39.54,10,3.4,1.33,498,169,41,https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9876696
YIN ZHU HU,18P0057,9852987,Catamaran HSC,40.8,39.9,10.8,3.65,1.23,499,249,36,https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9852987
YUE HAI TIE 3 HAO,11X0007,9633111,Train/RO-RO Passenger Ship,188,178,23,9.3,5.6,"23,217",0,"6,557",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9633111
PIANO LAND,95S0054,9050137,Passenger Ship,260,225.34,32.2,11.5,8.3,"69,840","37,559","6,199",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9050137
YONG GANG HUAN ZHI,98D4012,8955354,Mono-Hull HSC,33.4,31,6.24,3.15,1.54,137,41,15,https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=8955354
PENG XING 26,19W0552,9897250,Catamaran HSC,39.83,37.56,9,3.4,1.33,366,117,37,https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9897250
XIN SHUN SHUI,18A0481,9879612,Catamaran HSC,42.8,41.9,10.8,3.65,1.2,469,151,36,https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9879612
ARAFURA LILY,96K2007,9110822,Passenger Ship/Container Ship,148.7,135.72,22.7,10.2,6.19,"12,335","4,183","5,696",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9110822
XIN HAI JUN,20G0060,9916551,Catamaran HSC,42.8,40.84,10,3.2,1.23,365,117,29,https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9916551
COSCO STAR,93K4039,9073440,RO-RO Passenger Ship,186,170,25.5,20.25,6.6,"26,847","8,054","5,868",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9073440
RUI XING,09S6018,9568029,Catamaran HSC,26,24.24,8.5,3,1.44,241,85,28,https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9568029
RIZHAO ORIENT,07X0194,9350692,RO-RO Passenger Ship,198.99,176.92,26.61,9.6,6.4,"25,318","10,921","8,845",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9350692
XUN LONG 8,16X0124,9808170,Catamaran HSC,42.3,39.5,10,3.4,1.3,443,149,51,https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9808170
BO HAI JING ZHU,12H0297,9584815,RO-RO Passenger Ship,178.71,164,28,15,6.2,"34,222","17,234","7,598",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9584815
