NAME,REGISTER,IMO,TYPE,LOA,LPP,B,H,T,GT,NT,DWT,Link
HARRISON,36176Y,9220079,Container ship,150,25.6,13.7,9.2,4520,14290,14901,158.75,https://www.vesselfinder.com/vessels/details/9220079
SINAR POMALAA,32291B,9827956,Container ship,117.1,115,21.8,7.8,5.6,6846,2951,8337,https://www.vesselfinder.com/vessels/details/9827956
CMA CGM PALAIS ROYAL,34638C,9839181,Container ship,399.9,383,61.3,33.5,16,236583,101823,216900,https://www.vesselfinder.com/vessels/details/9839181
A2B FUTURE,38620F,9122241,PBJY,101.12,96.13,18.2,8.25,6.55,3999,2176,5212,https://www.vesselfinder.com/vessels/details/9122241
CONTI ANNAPURNA,31117A,9286255,Container ship,334.07,319,42.8,20.23,14.5,90745,55203,101906,https://www.vesselfinder.com/vessels/details/9286255
JSP ROVER,29013N,9323467,Container ship,140.6,130.68,21.8,9.5,7.33,7852,3363,9500,https://www.vesselfinder.com/vessels/details/9323467
ELBWAVE,14422D,9504035,Container ship,151.72,142.37,23.4,11.75,8,10585,5372,13000,https://www.vesselfinder.com/vessels/details/9504035
A2B ENERGY,38621G,9183427,Container ship,101.12,96,18.2,8.25,6.55,3999,2176,5212,https://www.vesselfinder.com/vessels/details/9183427
CMA CGM KAILAS,09277L,9339545,Container ship,196.78,186.76,27.8,16.6,11,21971,8588,24164,https://www.vesselfinder.com/vessels/details/9339545
ZEBRA,21432X,9231157,Container ship,198.95,30.1,16.7,11.5,2900,27093,34622,210,https://www.vesselfinder.com/vessels/details/9231157
MSC DAMLA,28379Y,9250983,HOCR,293.87,281.4,40,24.2,14,74071,28667,74453,https://www.vesselfinder.com/vessels/details/9250983
PACIFIC CARRIER,28963J,9378943,Container ship,147.87,140.3,23.25,11.5,8.5,9940,5020,10400,https://www.vesselfinder.com/vessels/details/9378943
MSC KATYAYNI,25175R,9110389,Container ship,274.6,263,40,20.17,10,64999,37655,51120,https://www.vesselfinder.com/vessels/details/9110389
PERSEUS,12568N,9129469,YLRO,132.85,125.3,18.7,14,7.28,6326,3251,8002,https://www.vesselfinder.com/vessels/details/9129469
KATHARINA SCHEPERS,16196G,9584865,Container ship,151.72,142.37,23.4,9.5,8,10318,5391,10600,https://www.vesselfinder.com/vessels/details/9584865
MSC QINGDAO F,43077A,9221059,Container ship,170,159.2,24.8,14.2,10.85,15988,8222,20579,https://www.vesselfinder.com/vessels/details/9221059
CMA CGM GOYA,15196U,9365972,Container ship,141.6,132.3,20.6,9.5,7.72,7702,3614,9620,https://www.vesselfinder.com/vessels/details/9365972
CMA CGM AMBER,08921Y,9350381,Container ship,280,266,32.2,21.5,13.5,49810,29772,62234,https://www.vesselfinder.com/vessels/details/9350381
CMA CGM KERGUELEN,25364W,9702132,Container ship,398,380,54,30,16.48,177381,106359,186745,https://www.vesselfinder.com/vessels/details/9702132
MSC ARCHIMIDIS,22858X,9315379,Container ship,317.8,303,43.2,24.5,14.96,89776,53921,108836,https://www.vesselfinder.com/vessels/details/9315379
CMA CGM MONTMARTRE,34635Y,9839155,Container ship,399.9,383,61.3,33.5,16,236583,101823,221102,https://www.vesselfinder.com/vessels/details/9839155
CMA CGM AFRICA THREE,12894S,9451939,Container ship,228,217.3,37.3,19.34,12.45,40827,24146,51604,https://www.vesselfinder.com/vessels/details/9451939
MSC DARIEN,43076Y,9243394,Container ship,322.97,309.2,42.8,246,14.5,89097,59077,99518,https://www.vesselfinder.com/vessels/details/9243394
LUCKY DRAGON,41907D,9117181,Container ship,174.95,163,26.5,14.2,10.5,17287,8849,22198,https://www.vesselfinder.com/vessels/details/9117181
MSC AMIHAN F,15245X,9449687,Cargo / Container ship,139.17,130.49,22.6,8.8,3014,9996,4900,11807,https://www.vesselfinder.com/vessels/details/9449687
CMA CGM SWORDFISH,08644X,9331000,Container ship,294.12,278.73,32.2,21.8,13.52,54309,34011,65987,https://www.vesselfinder.com/vessels/details/9331000
MEDKON MERSIN,11424U,9430040,Container ship,132.69,121,19.2,10.5,7.65,7170,3068,8544,https://www.vesselfinder.com/vessels/details/9430040
WIEBKE SCHEPERS,13390G,9353747,Container ship,154.85,144.9,21.5,9.3,6.97,9056,4776,10600,https://www.vesselfinder.com/vessels/details/9353747
FSL KELANG,35053D,9845049,Container ship,171.9,168.52,24.29,13.6,9.5,16850,8324,23063,https://www.vesselfinder.com/vessels/details/9845049
MSC SHIRLEY,29706R,9224049,Container ship,188.09,175.6,30,16.77,11.5,23890,10623,29804,https://www.vesselfinder.com/vessels/details/9224049
VENTO DI MEZZOGIORNO,43339K,9440588,Container ship,129.62,120.34,20.6,10.8,7.4,7545,3165,8268,https://www.vesselfinder.com/vessels/details/9440588
GANTA BHUM,10920W,9315862,Container ship,222.17,212.18,30,16.8,12.01,28592,14768,39396,https://www.vesselfinder.com/vessels/details/9315862
ANTON SCHEPERS,07197A,9255763,Container ship,164.65,155.6,21.5,10.1,7.01,9755,4909,12337,https://www.vesselfinder.com/vessels/details/9255763
KOTA GAYA,20412P,9616802,Container ship,210,30,16.8,12,4837,29015,39598,222,https://www.vesselfinder.com/vessels/details/9616802
OUED ZIZ,17192P,9143855,Container ship,114.67,105.92,20,9.1,7.1,5638,2540,7600,https://www.vesselfinder.com/vessels/details/9143855
CMA CGM MARLIN,42193P,9322463,Container ship,294.05,283,32.2,21.6,13.5,54152,30973,68038,https://www.vesselfinder.com/vessels/details/9322463
ATLANTIC SILVER,10452N,9396622,Container ship,149.6,25,14.9,9.5,5420,16162,6128,161.3,https://www.vesselfinder.com/vessels/details/9396622
TASMAN,22926W,9189342,Container ship,264.4,40,24.3,14,6180,66526,67902,278.01,https://www.vesselfinder.com/vessels/details/9189342
SC PHOENIX,06582G,9236262,Container ship,149,137.9,22.7,11.3,7.8,10308,5070,12457,https://www.vesselfinder.com/vessels/details/9236262
