NAME,REGISTER,IMO,TYPE,LOA,LPP,B,H,T,GT,NT,DWT,Link
LE HE,01M1005,9192698,General Dry Cargo Ship,182.67,174,26.2,14.7,10,"19,955","9,412","29,471",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9192698
SEA PRAJNA,10K0565,9401958,"General Dry Cargo Ship, Double Side Skin",182.98,179.3,32.26,17.15,10.75,"29,105","15,527","50,806",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9401958
DU JUAN SONG,11X0214,9608805,General Dry Cargo Ship/Container Ship,179.5,169.5,27.2,14.5,10.2,"20,692","11,468","27,438",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9608805
TIAN FU,15N0202,9704738,"General Dry Cargo Ship, Double Side Skin",189.99,187,28.5,15.8,11,"26,600","11,395","38,146",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9704738
PACIFIC PROSPECT,20F0358,9913212,General Dry Cargo Ship,199.9,196.5,32.26,19.3,11.3,"38,988","19,471","61,597",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9913212
CHANG XIONG,10B0235,9553361,General Dry Cargo Ship,117.8,111.4,18,10.4,7,"6,550","2,854","8,394",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9553361
WO LONG SONG,10R0249,9416783,General Dry Cargo Ship/Container Ship,179.5,169.5,27.2,14.5,10.2,"20,619","11,482","27,000",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9416783
TIAN QI,16L0136,9722742,"General Dry Cargo Ship, Double Side Skin",189.99,187,28.5,15.8,11,"26,770","11,416","37,940",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9722742
MCP GRAZ,10W0070,9566681,General Dry Cargo Ship,117,110,19.7,8.5,6.45,"5,338","2,309","7,734",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9566681
DONG SHUN,07B0128,9458107,General Dry Cargo Ship,103.7,97.5,17.2,8.5,6.6,"4,426","2,600","6,683",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9458107
GREAT HAN,17U0701,9766920,"Bulk Carrier, Double Side Skin",199.99,196,36,18.54,11,"39,655","19,630","64,793",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9766920
COSCO SHIPPING JIN XIU,18X0617,9872169,"General Dry Cargo Ship, Double Side Skin",201.8,198.3,32.26,19.3,12.5,"40,250","18,221","62,003",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9872169
CHIPOL GUANGAN,11D0541,9425186,General Dry Cargo Ship,166.31,158.32,27.4,14.2,8.5,"20,973","10,262","28,440",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9425186
DA CUI YUN,11K0133,9451329,General Dry Cargo Ship,166.5,158.32,27.4,14.2,8.5,"20,949","10,309","28,341",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9451329
JOYFUL FORTUNE,11D0150,9598775,General Dry Cargo Ship,110.4,100.9,19.6,11.8,7.6,"7,243","2,881","8,543",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9598775
