NAME,REGISTER,IMO,TYPE,LOA,LPP,B,H,T,GT,NT,DWT,Link
ZHONG GU RI ZHAO,18G6237,9812913,Container Ship,179.99,177,32.2,16.2,10.7,"28,433","13,522","40,511",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9812913
CSCL ARCTIC OCEAN,15M0040,9695169,Container Ship,399.67,383,58.6,30.5,14.5,"188,638","86,434","184,320",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9695169
CMA CGM CHAMPS ELYSEES,20Q0367,9839131,Container Ship,399.9,393.9,61.3,33.5,14.5,"236,583","101,823","220,766",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9839131
NORDAGER MÆRSK,19W0437,9885154,Container Ship,172,168.6,32.2,16.8,8.5,"26,255","8,672","27,568",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9885154
COSCO SHIPPING SOLAR,19K0058,9795646,Container Ship,399.9,386.23,58.6,33.5,14.5,"215,553","130,371","197,820",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9795646
MSC DITTE,16U0098,9754953,Container Ship,398.4,382.4,59,30.3,14.5,"194,308","112,221","200,148",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9754953
HENG HUI 2,93M4041,9057472,Open-Top Container Ship,242.04,229.5,32.24,20.17,11,"42,323","17,675","44,585",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9057472
ISEACO WISDOM,98Q4023,9172301,Container Ship,166.97,158,27.3,13.5,8,"15,095","6,453","18,618",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9172301
TANTO KASIH,18E0163,9852391,Container Ship,119.9,115,21.8,7.3,5.2,"6,616","3,048","8,439",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9852391
XIN QUAN ZHOU,05M2014,9310032,Container Ship,263.23,251.4,32.2,19.3,12.8,"41,482","24,001","52,216",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9310032
SURABAYA VOYAGER,97Q4041,9137703,Container Ship,188.1,175.6,30,16.75,10,"23,734","10,460","30,345",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9137703
REN JIAN 23,09N0310,9389411,Container Ship,261.4,248,32.25,19.2,11,"40,487","18,771","51,688",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9389411
JINYUNHE,00W2021,9228746,Container Ship,182.87,172,27.6,14,10.1,"16,737","9,236","24,244",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9228746
COSCO SHIPPING PEONY,18T0084,9785744,Container Ship,366,350,48.2,30.2,13.5,"143,179","84,940","146,588",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9785744
COSCO SURABAYA,13H0118,9518347,Container Ship,261.1,247.09,32.25,19.3,11,"40,465","23,892","49,961",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9518347
FAN YA GUANG ZHOU,06C3045,9302580,Container Ship,294.05,283,32.2,21.6,12,"54,214","31,226","68,135",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9302580
ZHONG GU DI ZHONG HAI,17C6044,9842360,Container Ship,171.95,168.7,27.5,14.3,8.5,"18,490","7,597","24,123",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9842360
REN JIAN 26,10R0341,9450947,Container Ship,260.25,247,32.2,19.2,11,"42,112","25,378","54,370",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9450947
COSCO SHIPPING SAGITTARIUS,18W0133,9783473,Container Ship,399.8,383,58.6,30.5,14,"194,864","115,302","202,133",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9783473
HAI MEN,11S0117,9613771,Container Ship,124.5,116.5,20.8,10.7,7.4,"7,503","3,876","9,695",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9613771
MIYUNHE,01L1027,9228772,Container Ship,182.87,172,27.6,14,10.1,"16,738","9,236","24,259",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9228772
FAR EAST CHEER,07W0032,9413509,Container Ship,124.5,115,19.8,8.8,6.46,"6,253","2,257","7,747",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9413509
ZHONG GU NAN NING,21K0137,9938884,Container Ship,228,224.5,40,19.6,13.75,"54,466","31,588","87,673",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9938884
TANTO SEJAHTERA,17P6492,9863895,Container Ship,137.3,135.1,23.4,9.4,5.8,"10,461","5,833","11,194",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9863895
COSCO SHIPPING UNIVERSE,18U0085,9795610,Container Ship,399.9,386.23,58.6,33.5,14.5,"215,553","130,371","198,485",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9795610
CMA CGM CARL ANTOINE,17K0071,9729087,Container Ship,299.87,283.52,48.2,24.8,12.5,"96,223","52,975","109,315",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9729087
ICON DANIEL,18B1011,9843194,Container Ship,114.6,109.2,21.6,8,5,"6,273","2,306","7,837",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9843194
XIN FANG CHENG,05Y3014,9309930,Container Ship,263.23,251.88,32.2,19.3,12.8,"41,482","24,001","52,160",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9309930
MSC EUGENIA,21K0528,9785469,Container Ship,328.46,313.13,48.2,27.2,13,"113,697","70,297","128,149",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9785469
COSCO SHIPPING LIBRA,18F0072,9783538,Container Ship,399.8,383,58.6,30.5,14,"194,864","115,302","201,823",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9783538
XIN HONG KONG,07D0222,9314222,Container Ship,336.67,321,45.6,27.2,13,"108,069","57,365","111,746",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9314222
CMA CGM NIAGARA,15C0169,9722675,Container Ship,299.9,286,48.2,25,12.5,"95,680","52,015","110,525",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9722675
