NAME,REGISTER,IMO,TYPE,LOA,LPP,B,H,T,GT,NT,DWT,Link
NAN YU 6,16S0004,9799305,Liquefied Gas Carrier,99.97,94.35,16.5,7.2,4.6,"3,804","1,141","3,093",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9799305
SHAN ZHI,11R0254,9628635,"Chemical/Oil Tanker, Double Hull",109.85,103.9,17.5,8,6,"4,500","2,000","7,000",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9628635
NEW ENTERPRISE,08Q0238,9405227,"Oil Tanker, Double Hull",333,324.94,60,28.8,20.94,"160,218","103,527","310,444",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9405227
TONG XIN YUAN,08A0086,9515814,Liquefied Gas Carrier,99,92,16.4,7.2,4.4,"3,790","1,137","2,736",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9515814
SU SHUN,98T4003,8955366,Liquefied Gas Carrier,81.3,75.6,13.6,6,3.92,"1,918","1,074","1,221",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=8955366
VOLTA,13K0442,9667277,"Oil Tanker, Double Hull, F.P.≤60℃",160,152,27.9,11.2,7.12,"13,201","5,100","19,000",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9667277
DING HENG 16,17T0010,9799226,Chemical/Oil Tanker,83.5,77.4,12.2,6,4.6,"1,807",773,"2,239",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9799226
FLAGSHIP,08T0195,9515424,"Oil Tanker, Double Hull",99.94,94.94,18,8.8,6.6,"4,116","2,163","7,328",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9515424
HELM VICTORY,18U0177,9855472,"Oil Tanker, Double Hull",36.6,34.6,12,5.5,4,678,239,925,https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9855472
SHENG HANG HUA 7,11W0305,9637387,"Chemical/Oil Tanker, Double Hull",112.68,105.6,17,8.9,6.6,"4,522","2,139","6,548",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9637387
HUA LIN WAN,12E0294,9614086,"Oil Tanker, Double Hull",244.7,234,42,21.6,12,"60,166","33,954","109,475",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9614086
LUPUS TWO,05W0114,9289532,"Oil Tanker, Double Hull",186.41,177,32.2,18.5,12,"30,053","14,378","53,148",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9289532
