NAME,REGISTER,IMO,TYPE,LOA,LPP,B,H,T,GT,NT,DWT,Link
SOUNION,06P0066,9312145,"Oil Tanker, Double Hull",274,265,50,23.1,16,"85,206","53,844","163,759",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9312145
DELTA GLORY,12F0502,9602617,"Oil Tanker, Double Hull",333.14,319,60,30.4,21,"161,296","110,773","319,819",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9602617
BAO TAN XIAN FENG,06S3036,9410258,Chemical/Oil Tanker,68,63.46,12,5,4.45,"1,176",658,"2,001",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9410258
YU LAN,06K3006,9342023,Chemical/Oil Tanker,91.22,85.7,15,7.4,5.45,"2,783","1,061","3,452",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9342023
CSC RISINGSUN,08J0002,9406362,"Oil Tanker, Double Hull",184.95,176,32.2,18.2,10.2,"29,593","12,466","45,904",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9406362
PAVO ROCK,05Y0116,9292620,"Oil Tanker, Double Hull",186.45,178.25,32.2,18.5,12,"30,053","14,378","53,082",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9292620
HE ZHONG 2,16P0047,9711896,"Chemical/Oil Tanker, Double Hull",85,80,13.2,6.2,4.8,"2,028",756,"2,439",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9711896
DING HENG 20,19V0827,9934412,"Chemical/Oil Tanker, Double Hull",111.98,109.58,17.6,8.9,6.8,"4,605","2,140","6,886",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9934412
YOU SHEN 6,10U0045,9507556,"Chemical/Oil Tanker, Double Hull",115.19,108,18,8.9,6.8,"5,205","2,609","8,246",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9507556
YUN DING 26,20C0056,9917969,"Chemical/Oil Tanker, Double Hull",114.88,108,18,8.7,6.68,"5,422","2,699","7,473",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9917969
NEW JOURNEY,15B0260,9799197,"Oil Tanker, Double Hull",332.68,323.6,60,30,20.5,"163,209","101,960","307,341",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9799197
SHAN NENG,12D0017,9638898,Chemical/Oil Tanker,109.85,103.9,17.5,8,6,"4,500","2,000","6,998",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9638898
DESIMI,11C0149,9395305,"Oil Tanker, Double Hull",330,316,60,29.7,19.2,"157,316","98,944","296,865",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9395305
SEA SERENITY,11K0317,9629990,"Oil Tanker, Double Hull",100.05,95.1,18,9.5,6.8,"4,557","1,937","6,964",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9629990
PACIFIC QINGDAO,16Q0094,9739953,Liquefied Gas Carrier,226.05,219,36.6,22.2,11.4,"48,419","17,391","54,747",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9739953
AZURE CELESTE,05X0069,9288722,"Oil Tanker, Double Hull",249.99,239,44,21,13.6,"62,320","33,887","111,004",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9288722
NEW TREASURE,15D0262,9799214,"Oil Tanker, Double Hull",332.68,323.6,60,30,20.5,"163,327","101,960","307,105",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9799214
HONG XIANG 2,08K0210,9537123,Liquefied Gas Carrier,96.8,90,14.28,7.2,5,"2,961","1,004","2,250",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9537123
PING CHI,03A1004,9251418,"Oil Tanker, Double Hull",187.8,178,31.5,16.8,10.5,"27,155","11,280","42,196",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9251418
NAN LIAN 203,10F0308,9551765,Chemical/Oil Tanker,103,96.5,16,8.7,6.5,"4,048","1,940","6,764",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9551765
PAPUA,15W0026,9613135,LNG Carrier,290,278,46.95,26.25,11.5,"114,166","34,264","96,319",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9613135
LIAN SHAN HU,18T0153,9783394,"Oil Tanker, Double Hull",220,216,36,20,12,"43,687","21,245","72,780",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9783394
LIAN LE HU,17E0135,9747118,Chemical/Oil Tanker,183.2,178.5,32.26,18.2,11,"29,848","14,381","49,999",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9747118
UNIKA,12H0481,9621742,"Oil Tanker, Double Hull",72.5,67,12.4,6.2,4.7,"1,474",676,"2,409",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9621742
COSPEARL LAKE,04X0018,9337171,"Oil Tanker, Double Hull",329.99,316,60,29.7,19.2,"156,915","98,886","298,195",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9337171
VALIANT III,10E0123,9587881,"Oil Tanker, Double Hull",53.5,50.5,12,5.2,3.8,942,331,"1,315",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9587881
LING YU,14W0366,9635987,"Chemical/Oil Tanker, Double Hull",144,135.6,23,12.5,8.8,"11,253","5,044","16,895",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9635987
YUAN HUA YANG,18Y0434,9843297,"Oil Tanker, Double Hull",332.67,326.6,60,30.5,20.5,"167,168","108,129","319,786",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9843297
DELTA AMAZON,15X0372,9748916,"Oil Tanker, Double Hull",333,320,60,30.5,20.5,"166,178","107,556","319,896",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9748916
YUAN FU YANG,18B0436,9843314,"Oil Tanker, Double Hull",332.67,326.6,60,30.5,20.5,"167,168","108,129","319,668",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9843314
XING TONG 56,18Y0388,9881237,"Chemical/Oil Tanker, Double Hull",119.8,113.5,17.8,9.2,6.52,"5,490","2,376","7,490",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9881237
HONESTY,13X0063,9677741,"Oil Tanker, Double Hull",46,42.75,12,4.7,3.6,662,198,811,https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9677741
MAST,11K0248,9626209,"Oil Tanker, Double Hull",42.89,40.1,11.8,5.2,3.2,706,211,706,https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9626209
DAPENG STAR,09P0265,9369473,LNG Carrier,292.3,274.1,43.35,26.25,11.45,"97,871","29,361","82,428",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9369473
SONG TAI SHAN 719,96B3310,9146845,Liquefied Gas Carrier,85.74,79,13.5,6.6,5,"2,203","1,234","2,046",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9146845
LIBRA,10M0038,9568744,"Oil Tanker, Double Hull",76.85,73.4,14,6.3,4.65,"1,912",731,"2,798",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9568744
PO YANG HU,94F1004,9063108,Oil Tanker,228.5,219,32.2,19,12.8,"38,570","17,880","61,957",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9063108
DELTA HARMONY,09K0399,9408463,"Oil Tanker, Double Hull",274.27,264,48,23.1,16,"81,619","52,692","157,410",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9408463
