NAME,REGISTER,IMO,TYPE,LOA,LPP,B,H,T,GT,NT,DWT,Link
CLUB MED 2,38E575,9007491,Passenger ship,156.36,20,8,5.1,1,14983,5053,182,https://www.vesselfinder.com/vessels/details/9007491
LOUD TUNISIE,14774L,8524741,Passenger ferry,66,15.5,3.5,2.5,1223,1000,480,82.5,https://www.vesselfinder.com/vessels/details/8524741
WIND STAR,37T139,8420878,Passenger ship,111.74,15.8,6.65,4.11,2557,5703,1710,134,https://www.vesselfinder.com/vessels/details/8420878
ENG HUP ARGO,35759V,9874428,Light ship - Fast passenger carrier,31.88,28.72,7,3.25,1.12,258,90,33,https://www.vesselfinder.com/vessels/details/9874428
YOUR FAITH,31362R,9847815,High speed craft,39,38.7,10,3.25,1.26,390,138,39,https://www.vesselfinder.com/vessels/details/9847815
DREAM,08702L,9005871,Passenger ship,106.5,87.52,15.8,5.7,4.52,4709,1413,524,https://www.vesselfinder.com/vessels/details/9005871
ÆRØSKØBING,00493N,9199086,Passenger ferry,49.9,45,13.1,8.95,2.59,1617,495,230,https://www.vesselfinder.com/vessels/details/9199086
OCEAN ODYSSEY,38294B,9880673,Passenger ship,104.4,99.8,18.4,7.25,5.3,8228,2468,1591,https://www.vesselfinder.com/vessels/details/9880673
EXCELLENCE OF MAJESTIC,35440Y,9969546,High speed craft,42.2,40,10,3.39,1.35,441,152,61,https://www.vesselfinder.com/vessels/details/9969546
HAMMERSHUS,32088F,9812107,Passenger ferry,158,144.8,24.5,13.8,5.85,18009,5402,5110,https://www.vesselfinder.com/vessels/details/9812107
SINDO EMPRESS,31580D,9070876,Passenger ferry,31,27,6.8,2.8,1.6,190,66,62,https://www.vesselfinder.com/vessels/details/9070876
KROTOA,35410R,9876880,High speed craft,33,32.7,8.5,2.8,3.25,235,71,37,https://www.vesselfinder.com/vessels/details/9876880
VOLCAN DE TAMADABA,08580D,9360506,Passenger / Ro-ro cargo ship,154.51,137,24.2,13.55,5.48,19976,6051,3400,https://www.vesselfinder.com/vessels/details/9360506
MSC DIVINA,18477L,9585285,Passenger ship,333.33,296,37.92,8.65,3474,139072,115732,12722,https://www.vesselfinder.com/vessels/details/9585285
VINDILIS,00098J,9165566,Passenger ferry,48,43.7,12.5,9.3,2.7,1299,589,162,https://www.vesselfinder.com/vessels/details/9165566
CHEBU,24749D,9718727,Passenger ferry,48,42.8,11.6,3.9,2.8,1152,347,412,https://www.vesselfinder.com/vessels/details/9718727
PAGLIA ORBA,38T887,9050826,Passenger ferry,152.86,29,9,7.5,1561,30269,10078,165.8,https://www.vesselfinder.com/vessels/details/9050826
VICTOR HUGO,08918V,9157806,Ferry boat,33.43,10.1,3.94,1.82,2547,387,121,35,https://www.vesselfinder.com/vessels/details/9157806
SUNNYDAY,00551B,9192739,Catamaran,38.85,10.1,6.6,1.7,2389,481,145,40.34,https://www.vesselfinder.com/vessels/details/9192739
SEA HAWK,18278U,9605944,Light ship - Fast passenger carrier,25.38,7.1,4.6,2,1117,196,74,28,https://www.vesselfinder.com/vessels/details/9605944
MSC ARMONIA,00901G,9210141,Passenger ship,251.25,215.53,28.8,34.85,6.81,65542,33222,6949,https://www.vesselfinder.com/vessels/details/9210141
TEREVAU,07706D,9336529,FMER,45.24,40.2,12.3,4.1,1.46,739,214,66,https://www.vesselfinder.com/vessels/details/9336529
SAMSØ,12753P,9548562,OYHS,91.43,87.6,16.2,3,2424,4630,1389,778,https://www.vesselfinder.com/vessels/details/9548562
PASCAL PAOLI,02220Q,9247510,Passenger ferry,163,30.5,21.8,6.6,2507,35760,12302,176,https://www.vesselfinder.com/vessels/details/9247510
GRANVILLE,07195X,9356476,Passenger ferry,35.95,7.99,3,1.09,700,322,213,41,https://www.vesselfinder.com/vessels/details/9356476
MSC MERAVIGLIA,21131V,9760512,Passenger ship,315.83,296,43,8.75,3321,171598,172605,12200,https://www.vesselfinder.com/vessels/details/9760512
COTENTIN,08301A,9364978,FMLX,165,157.5,26.8,6.5,1,22308,6692,6200,https://www.vesselfinder.com/vessels/details/9364978
KALLISTE,38T864,9050618,Passenger ferry,150,29.25,16.91,6.6,1615,30718,10381,165.25,https://www.vesselfinder.com/vessels/details/9050618
AENONA,28865C,9771614,High speed craft,33,32.7,8.5,1.15,1651,244,86,37,https://www.vesselfinder.com/vessels/details/9771614
MÜNSTERLAND,37671Y,8601989,Passenger / Ro-ro cargo ship,94.07,88.62,12,6.1,2.4,2607,842,556,https://www.vesselfinder.com/vessels/details/8601989
SEA OSPREY,02077K,8968557,Light ship - Fast passenger carrier,25.78,7.14,2.4,2,1164,196,75,28.21,https://www.vesselfinder.com/vessels/details/8968557
WIND SPIRIT,37X488,8603509,Passenger ship,134,108.45,15.8,6.65,4.11,5736,1788,846,https://www.vesselfinder.com/vessels/details/8603509
MSC BELLISSIMA,27226V,9760524,Passenger ship,315.83,296,43,8.75,3312,171598,171970,12200,https://www.vesselfinder.com/vessels/details/9760524
HORIZON 7,26167U,9732137,High speed craft,35.5,8.7,3.5,1.4,1676,428,45,38.5,https://www.vesselfinder.com/vessels/details/9732137
